churn_id,customer_id,churn_date,churn_reason,churn_category,competitor,days_since_last_activity
22965,229430,2025-08-30,High Price,Commercial,None,100
22966,229443,2025-03-07,Relocation,Other,None,114
22967,229445,2025-10-24,Personal Reasons,Other,None,103
22968,229448,2025-09-16,Personal Reasons,Other,None,42
22969,229451,2025-03-11,Poor Support,Service,None,118
22970,229466,2025-10-27,Service Quality,Service,None,79
22971,229468,2025-12-10,Service Quality,Service,None,102
22972,229500,2025-06-09,Competitor Offer,Commercial,Airtel,51
22973,229540,2025-03-09,High Price,Commercial,None,29
22974,229543,2025-09-04,Competitor Offer,Commercial,Jio,115
22975,229544,2025-02-17,Relocation,Other,None,113
22976,229546,2025-07-03,High Price,Commercial,None,87
22977,229566,2025-12-24,Service Quality,Service,None,84
22978,229576,2025-12-25,Competitor Offer,Commercial,Airtel,56
22979,229582,2025-12-13,Service Quality,Service,None,52
22980,229595,2025-02-12,Competitor Offer,Commercial,Jio,78
22981,229616,2025-02-13,Poor Network,Service,None,35
22982,229618,2025-07-27,High Price,Commercial,None,43
22983,229623,2025-04-09,Competitor Offer,Commercial,Vi,71
22984,229624,2025-10-03,Personal Reasons,Other,None,15
22985,229627,2025-08-15,Poor Support,Service,None,114
22986,229644,2025-05-08,High Price,Commercial,None,7
22987,229666,2025-11-25,Poor Network,Service,None,74
22988,229679,2025-02-09,Personal Reasons,Other,None,55
22989,229681,2025-09-13,Personal Reasons,Other,None,16
22990,229695,2025-07-24,Service Quality,Service,None,76
22991,229700,2025-12-18,Competitor Offer,Commercial,Jio,25
22992,229722,2025-07-11,Relocation,Other,None,56
22993,229728,2025-12-18,Poor Network,Service,None,62
22994,229729,2025-08-12,Competitor Offer,Commercial,BSNL,68
22995,229761,2025-09-19,High Price,Commercial,None,59
22996,229780,2025-07-13,Relocation,Other,None,37
22997,229784,2025-04-14,Poor Network,Service,None,49
22998,229793,2025-02-06,Personal Reasons,Other,None,5
22999,229795,2025-12-16,Competitor Offer,Commercial,BSNL,111
23000,229798,2025-05-11,Service Quality,Service,None,19
23001,229803,2025-05-11,High Price,Commercial,None,77
23002,229806,2025-07-19,Personal Reasons,Other,None,7
23003,229814,2025-05-30,Service Quality,Service,None,108
23004,229815,2025-02-24,Poor Network,Service,None,41
23005,229820,2025-08-17,Service Quality,Service,None,103
23006,229823,2025-02-09,Competitor Offer,Commercial,BSNL,40
23007,229827,2025-05-26,High Price,Commercial,None,70
23008,229830,2025-11-21,Competitor Offer,Commercial,Airtel,41
23009,229844,2025-10-26,Poor Network,Service,None,46
23010,229861,2025-03-17,Poor Support,Service,None,20
23011,229867,2025-09-20,Poor Network,Service,None,90
23012,229871,2025-04-06,Poor Support,Service,None,32
23013,229872,2025-10-07,Personal Reasons,Other,None,104
23014,229878,2025-11-28,Relocation,Other,None,15
23015,229879,2025-12-19,Relocation,Other,None,19
23016,229884,2025-10-24,Competitor Offer,Commercial,BSNL,94
23017,229898,2025-05-23,High Price,Commercial,None,62
23018,229903,2025-09-24,Poor Network,Service,None,13
23019,229955,2025-10-26,Poor Network,Service,None,25
23020,229964,2025-04-12,Personal Reasons,Other,None,81
23021,229972,2025-09-04,High Price,Commercial,None,14
23022,229982,2025-11-22,Poor Network,Service,None,80
23023,229985,2025-02-25,Service Quality,Service,None,79
23024,229988,2025-03-07,Poor Network,Service,None,53
23025,229991,2025-03-07,Relocation,Other,None,14
23026,230007,2025-12-11,Poor Support,Service,None,67
23027,230027,2025-11-30,Poor Network,Service,None,106
23028,230046,2025-06-23,Competitor Offer,Commercial,Jio,35
23029,230047,2025-11-19,Poor Support,Service,None,97
23030,230061,2025-07-30,Competitor Offer,Commercial,Jio,117
23031,230070,2025-04-18,High Price,Commercial,None,66
23032,230082,2025-10-29,High Price,Commercial,None,64
23033,230085,2025-08-05,Poor Support,Service,None,77
23034,230087,2025-12-18,Relocation,Other,None,116
23035,230089,2025-02-16,Relocation,Other,None,30
23036,230110,2025-09-02,Poor Network,Service,None,85
23037,230111,2025-09-04,Poor Support,Service,None,105
23038,230125,2025-02-14,Poor Network,Service,None,32
23039,230133,2025-05-26,High Price,Commercial,None,31
23040,230152,2025-07-08,Poor Support,Service,None,107
23041,230159,2025-10-10,Competitor Offer,Commercial,Airtel,100
23042,230166,2025-06-29,Poor Network,Service,None,82
23043,230172,2025-08-28,Relocation,Other,None,64
23044,230191,2025-04-08,Relocation,Other,None,115
23045,230222,2025-08-19,Service Quality,Service,None,10
23046,230248,2025-07-12,Service Quality,Service,None,26
23047,230259,2025-08-26,Poor Support,Service,None,15
23048,230264,2025-08-02,Personal Reasons,Other,None,104
23049,230265,2025-10-12,Competitor Offer,Commercial,BSNL,68
23050,230283,2025-12-10,Poor Network,Service,None,70
23051,230284,2025-05-28,Competitor Offer,Commercial,BSNL,72
23052,230301,2025-09-18,Service Quality,Service,None,41
23053,230308,2025-11-10,High Price,Commercial,None,81
23054,230311,2025-12-06,Competitor Offer,Commercial,Jio,11
23055,230315,2025-05-15,Competitor Offer,Commercial,Jio,40
23056,230363,2025-11-29,Poor Network,Service,None,87
23057,230366,2025-05-16,Poor Network,Service,None,69
23058,230386,2025-08-26,High Price,Commercial,None,84
23059,230433,2025-08-03,Personal Reasons,Other,None,76
23060,230437,2025-04-06,Service Quality,Service,None,62
23061,230440,2025-03-15,Competitor Offer,Commercial,BSNL,8
23062,230443,2025-07-12,Relocation,Other,None,75
23063,230446,2025-09-27,Competitor Offer,Commercial,Airtel,79
23064,230454,2025-04-01,Poor Network,Service,None,22
23065,230455,2025-11-24,Poor Network,Service,None,93
23066,230477,2025-08-04,Poor Support,Service,None,78
23067,230481,2025-02-13,Poor Network,Service,None,52
23068,230482,2025-08-08,Competitor Offer,Commercial,Vi,29
23069,230493,2025-11-03,Poor Network,Service,None,95
23070,230494,2025-11-24,Relocation,Other,None,119
23071,230499,2025-11-28,Service Quality,Service,None,113
23072,230515,2025-02-01,Poor Support,Service,None,42
23073,230518,2025-11-16,Service Quality,Service,None,33
23074,230529,2025-04-01,Poor Support,Service,None,71
23075,230545,2025-11-26,Poor Support,Service,None,80
23076,230566,2025-12-20,Poor Network,Service,None,18
23077,230570,2025-07-23,Poor Support,Service,None,106
23078,230574,2025-12-04,Poor Network,Service,None,78
23079,230581,2025-05-27,Poor Support,Service,None,116
23080,230583,2025-05-13,Relocation,Other,None,68
23081,230586,2025-11-12,Poor Network,Service,None,70
23082,230601,2025-03-15,Relocation,Other,None,97
23083,230605,2025-07-27,Poor Support,Service,None,65
23084,230622,2025-03-23,Poor Network,Service,None,46
23085,230627,2025-02-23,Service Quality,Service,None,10
23086,230639,2025-02-15,Competitor Offer,Commercial,Airtel,48
23087,230647,2025-04-30,Competitor Offer,Commercial,Vi,18
23088,230652,2025-05-13,Competitor Offer,Commercial,Jio,24
23089,230667,2025-11-12,Relocation,Other,None,31
23090,230671,2025-06-08,Relocation,Other,None,107
23091,230705,2025-05-22,Poor Support,Service,None,28
23092,230716,2025-11-23,Poor Network,Service,None,15
23093,230742,2025-08-30,Poor Network,Service,None,68
23094,230752,2025-05-14,Competitor Offer,Commercial,Vi,65
23095,230753,2025-05-08,Competitor Offer,Commercial,BSNL,36
23096,230764,2025-04-23,Relocation,Other,None,6
23097,230768,2025-07-01,Relocation,Other,None,37
23098,230809,2025-03-17,Service Quality,Service,None,7
23099,230823,2025-03-25,Poor Support,Service,None,43
23100,230833,2025-03-06,Relocation,Other,None,6
23101,230864,2025-06-21,Service Quality,Service,None,94
23102,230883,2025-04-17,Relocation,Other,None,116
23103,230887,2025-10-27,Personal Reasons,Other,None,18
23104,230898,2025-10-21,Poor Support,Service,None,32
23105,230902,2025-07-06,High Price,Commercial,None,102
23106,230909,2025-04-07,High Price,Commercial,None,28
23107,230915,2025-05-15,High Price,Commercial,None,109
23108,230925,2025-03-27,High Price,Commercial,None,9
23109,230937,2025-06-13,Relocation,Other,None,98
23110,230955,2025-04-04,Poor Support,Service,None,6
23111,230977,2025-10-14,Poor Support,Service,None,100
23112,230979,2025-03-04,High Price,Commercial,None,77
23113,230982,2025-06-11,High Price,Commercial,None,52
23114,230983,2025-10-09,High Price,Commercial,None,85
23115,230991,2025-08-04,High Price,Commercial,None,24
23116,230995,2025-06-06,Poor Network,Service,None,54
23117,230996,2025-05-28,Poor Network,Service,None,24
23118,231004,2025-03-22,High Price,Commercial,None,63
23119,231006,2025-08-20,Poor Network,Service,None,93
23120,231010,2025-10-10,Poor Network,Service,None,103
23121,231015,2025-03-25,Service Quality,Service,None,62
23122,231023,2025-06-18,High Price,Commercial,None,93
23123,231033,2025-10-27,Service Quality,Service,None,72
23124,231037,2025-09-18,Personal Reasons,Other,None,88
23125,231053,2025-02-01,High Price,Commercial,None,80
23126,231065,2025-06-07,High Price,Commercial,None,25
23127,231066,2025-05-21,Poor Network,Service,None,29
23128,231069,2025-07-11,Personal Reasons,Other,None,77
23129,231079,2025-03-30,Service Quality,Service,None,22
23130,231097,2025-12-16,Competitor Offer,Commercial,Vi,44
23131,231104,2025-08-27,Service Quality,Service,None,51
23132,231106,2025-02-27,Poor Support,Service,None,5
23133,231109,2025-06-08,Personal Reasons,Other,None,34
23134,231115,2025-12-22,Service Quality,Service,None,108
23135,231119,2025-07-12,Poor Network,Service,None,23
23136,231121,2025-08-16,Relocation,Other,None,15
23137,231127,2025-05-10,Poor Support,Service,None,109
23138,231132,2025-04-30,Poor Support,Service,None,46
23139,231144,2025-09-29,Competitor Offer,Commercial,Airtel,103
23140,231175,2025-03-20,Service Quality,Service,None,27
23141,231176,2025-02-11,Poor Support,Service,None,92
23142,231199,2025-10-25,Poor Network,Service,None,72
23143,231219,2025-08-22,High Price,Commercial,None,33
23144,231247,2025-12-17,Relocation,Other,None,107
23145,231262,2025-09-08,Relocation,Other,None,34
23146,231265,2025-05-04,Competitor Offer,Commercial,BSNL,16
23147,231267,2025-09-11,Service Quality,Service,None,94
23148,231273,2025-03-09,Personal Reasons,Other,None,49
23149,231278,2025-04-12,Poor Network,Service,None,91
23150,231284,2025-02-01,Relocation,Other,None,31
23151,231286,2025-07-24,Service Quality,Service,None,17
23152,231313,2025-12-09,Poor Network,Service,None,63
23153,231321,2025-08-13,Personal Reasons,Other,None,106
23154,231329,2025-04-07,Poor Network,Service,None,100
23155,231340,2025-02-10,Relocation,Other,None,80
23156,231350,2025-03-22,Competitor Offer,Commercial,Vi,23
23157,231354,2025-03-26,Personal Reasons,Other,None,12
23158,231358,2025-04-02,High Price,Commercial,None,77
23159,231393,2025-08-30,High Price,Commercial,None,44
23160,231400,2025-09-24,High Price,Commercial,None,51
23161,231430,2025-04-18,Personal Reasons,Other,None,116
23162,231433,2025-06-21,High Price,Commercial,None,75
23163,231436,2025-06-20,Competitor Offer,Commercial,Jio,98
23164,231439,2025-06-25,Relocation,Other,None,86
23165,231454,2025-09-15,Competitor Offer,Commercial,Vi,92
23166,231461,2025-05-20,Poor Support,Service,None,68
23167,231469,2025-11-25,Personal Reasons,Other,None,33
23168,231472,2025-09-05,Competitor Offer,Commercial,BSNL,33
23169,231473,2025-03-28,Competitor Offer,Commercial,Jio,39
23170,231486,2025-02-16,Service Quality,Service,None,101
23171,231492,2025-12-29,Poor Network,Service,None,35
23172,231504,2025-06-24,Relocation,Other,None,68
23173,231514,2025-07-14,High Price,Commercial,None,95
23174,231538,2025-05-01,High Price,Commercial,None,44
23175,231543,2025-05-05,Poor Network,Service,None,8
23176,231545,2025-09-05,Service Quality,Service,None,75
23177,231569,2025-06-08,Service Quality,Service,None,65
23178,231576,2025-03-20,Competitor Offer,Commercial,BSNL,108
23179,231594,2025-11-12,Poor Support,Service,None,8
23180,231595,2025-07-22,Relocation,Other,None,99
23181,231602,2025-04-18,Poor Support,Service,None,90
23182,231611,2025-06-09,Relocation,Other,None,118
23183,231612,2025-03-08,Poor Support,Service,None,39
23184,231619,2025-08-21,Poor Network,Service,None,11
23185,231625,2025-10-18,Personal Reasons,Other,None,97
23186,231637,2025-02-14,Service Quality,Service,None,69
23187,231651,2025-12-30,Service Quality,Service,None,70
23188,231668,2025-02-27,Poor Network,Service,None,73
23189,231683,2025-04-05,Relocation,Other,None,113
23190,231715,2025-11-30,Relocation,Other,None,100
23191,231716,2025-12-28,Poor Support,Service,None,41
23192,231718,2025-09-16,Poor Support,Service,None,65
23193,231746,2025-04-12,Personal Reasons,Other,None,98
23194,231748,2025-04-10,Service Quality,Service,None,22
23195,231805,2025-03-06,Poor Network,Service,None,60
23196,231810,2025-09-09,Poor Network,Service,None,16
23197,231835,2025-08-20,Poor Network,Service,None,117
23198,231860,2025-09-11,High Price,Commercial,None,21
23199,231864,2025-11-30,Personal Reasons,Other,None,56
23200,231903,2025-11-19,Competitor Offer,Commercial,Jio,92
23201,231924,2025-06-01,High Price,Commercial,None,52
23202,231931,2025-04-30,Relocation,Other,None,26
23203,231932,2025-05-28,Poor Support,Service,None,71
23204,231948,2025-10-15,High Price,Commercial,None,43
23205,231954,2025-11-29,Personal Reasons,Other,None,5
23206,231966,2025-07-17,Competitor Offer,Commercial,Vi,14
23207,231969,2025-03-25,Service Quality,Service,None,26
23208,231970,2025-05-03,Poor Support,Service,None,6
23209,231990,2025-11-27,Poor Network,Service,None,49
23210,231993,2025-02-23,Service Quality,Service,None,6
23211,232016,2025-06-03,Competitor Offer,Commercial,Jio,22
23212,232026,2025-04-07,Personal Reasons,Other,None,107
23213,232041,2025-11-11,Poor Support,Service,None,62
23214,232056,2025-07-08,Service Quality,Service,None,66
23215,232058,2025-11-24,Personal Reasons,Other,None,117
23216,232065,2025-03-17,Personal Reasons,Other,None,57
23217,232079,2025-04-25,Competitor Offer,Commercial,Airtel,41
23218,232085,2025-05-15,Relocation,Other,None,94
23219,232089,2025-07-12,Service Quality,Service,None,40
23220,232091,2025-02-16,High Price,Commercial,None,8
23221,232094,2025-09-21,Relocation,Other,None,56
23222,232096,2025-07-20,Competitor Offer,Commercial,Vi,119
23223,232119,2025-02-03,Poor Network,Service,None,91
23224,232127,2025-11-24,Relocation,Other,None,89
23225,232134,2025-08-02,Relocation,Other,None,5
23226,232143,2025-04-06,Service Quality,Service,None,20
23227,232148,2025-09-15,Poor Network,Service,None,77
23228,232152,2025-08-10,Service Quality,Service,None,97
23229,232156,2025-08-11,Poor Network,Service,None,86
23230,232159,2025-09-02,High Price,Commercial,None,50
23231,232161,2025-06-18,Personal Reasons,Other,None,105
23232,232178,2025-09-15,Personal Reasons,Other,None,9
23233,232184,2025-04-09,Poor Support,Service,None,70
23234,232192,2025-02-05,Poor Support,Service,None,36
23235,232196,2025-09-20,Poor Support,Service,None,17
23236,232202,2025-07-06,Personal Reasons,Other,None,94
23237,232233,2025-04-25,Personal Reasons,Other,None,62
23238,232236,2025-06-07,Personal Reasons,Other,None,92
23239,232248,2025-06-23,Competitor Offer,Commercial,Airtel,112
23240,232261,2025-02-02,Competitor Offer,Commercial,BSNL,101
23241,232264,2025-08-20,Personal Reasons,Other,None,21
23242,232275,2025-03-04,Poor Support,Service,None,114
23243,232285,2025-05-05,Service Quality,Service,None,91
23244,232287,2025-07-05,Competitor Offer,Commercial,Airtel,20
23245,232297,2025-11-04,High Price,Commercial,None,71
23246,232322,2025-10-08,Service Quality,Service,None,109
23247,232330,2025-08-16,Competitor Offer,Commercial,Airtel,101
23248,232338,2025-12-26,Competitor Offer,Commercial,BSNL,34
23249,232344,2025-06-12,Personal Reasons,Other,None,89
23250,232349,2025-05-20,Poor Network,Service,None,107
23251,232362,2025-05-30,High Price,Commercial,None,28
23252,232365,2025-12-06,Competitor Offer,Commercial,Vi,58
23253,232371,2025-07-28,Service Quality,Service,None,66
23254,232376,2025-05-01,High Price,Commercial,None,63
23255,232410,2025-12-15,Relocation,Other,None,30
23256,232411,2025-10-30,Service Quality,Service,None,103
23257,232438,2025-02-20,Relocation,Other,None,40
23258,232441,2025-09-17,Poor Network,Service,None,72
23259,232467,2025-04-03,Poor Network,Service,None,62
23260,232472,2025-10-01,Competitor Offer,Commercial,Vi,63
23261,232473,2025-10-29,Service Quality,Service,None,98
23262,232485,2025-12-14,Poor Support,Service,None,82
23263,232487,2025-02-04,Poor Network,Service,None,56
23264,232489,2025-04-26,Poor Support,Service,None,115
23265,232492,2025-08-25,Relocation,Other,None,82
23266,232493,2025-12-02,Competitor Offer,Commercial,Jio,107
23267,232497,2025-04-03,Service Quality,Service,None,26
23268,232506,2025-04-02,Relocation,Other,None,21
23269,232512,2025-03-11,Poor Network,Service,None,44
23270,232517,2025-11-28,Poor Network,Service,None,46
23271,232522,2025-06-16,Relocation,Other,None,20
23272,232548,2025-03-19,Competitor Offer,Commercial,BSNL,17
23273,232561,2025-03-23,Personal Reasons,Other,None,27
23274,232580,2025-03-05,Competitor Offer,Commercial,Jio,91
23275,232583,2025-03-01,Poor Network,Service,None,69
23276,232584,2025-12-22,Poor Network,Service,None,89
23277,232587,2025-02-22,Poor Support,Service,None,110
23278,232590,2025-05-02,Competitor Offer,Commercial,BSNL,100
23279,232591,2025-07-08,Competitor Offer,Commercial,Airtel,6
23280,232600,2025-03-09,Poor Support,Service,None,116
23281,232615,2025-02-06,Service Quality,Service,None,48
23282,232657,2025-11-20,Relocation,Other,None,108
23283,232668,2025-05-15,Personal Reasons,Other,None,10
23284,232676,2025-09-23,Poor Support,Service,None,108
23285,232723,2025-08-20,Relocation,Other,None,16
23286,232732,2025-09-04,Poor Support,Service,None,34
23287,232734,2025-12-29,Competitor Offer,Commercial,Airtel,85
23288,232750,2025-10-20,Poor Network,Service,None,109
23289,232754,2025-10-20,Service Quality,Service,None,17
23290,232767,2025-02-18,Service Quality,Service,None,102
23291,232769,2025-12-11,Poor Support,Service,None,114
23292,232776,2025-08-25,Poor Support,Service,None,100
23293,232785,2025-12-30,Personal Reasons,Other,None,17
23294,232787,2025-03-21,Poor Support,Service,None,23
23295,232791,2025-04-17,Poor Support,Service,None,82
23296,232802,2025-10-27,Relocation,Other,None,64
23297,232814,2025-04-11,Competitor Offer,Commercial,Jio,9
23298,232828,2025-07-19,High Price,Commercial,None,62
23299,232835,2025-05-20,High Price,Commercial,None,56
23300,232836,2025-12-19,Service Quality,Service,None,33
23301,232858,2025-10-27,Personal Reasons,Other,None,103
23302,232881,2025-02-05,Poor Network,Service,None,8
23303,232894,2025-07-27,Poor Support,Service,None,37
23304,232901,2025-08-27,Relocation,Other,None,63
23305,232910,2025-11-24,High Price,Commercial,None,54
23306,232921,2025-05-10,Service Quality,Service,None,89
23307,232927,2025-07-09,Poor Support,Service,None,52
23308,232930,2025-07-10,Poor Network,Service,None,119
23309,232948,2025-10-28,Poor Support,Service,None,75
23310,232958,2025-04-24,Personal Reasons,Other,None,45
23311,232973,2025-05-29,Personal Reasons,Other,None,87
23312,232975,2025-12-19,Competitor Offer,Commercial,Airtel,92
23313,232997,2025-08-11,Poor Network,Service,None,49
23314,233001,2025-02-27,Service Quality,Service,None,106
23315,233007,2025-10-04,Poor Support,Service,None,28
23316,233021,2025-05-23,Relocation,Other,None,118
23317,233047,2025-12-05,Service Quality,Service,None,89
23318,233053,2025-06-09,Relocation,Other,None,35
23319,233084,2025-06-01,Poor Network,Service,None,59
23320,233087,2025-09-11,Relocation,Other,None,67
23321,233095,2025-08-21,Service Quality,Service,None,75
23322,233101,2025-12-13,Relocation,Other,None,34
23323,233102,2025-07-30,Poor Support,Service,None,56
23324,233110,2025-10-27,Personal Reasons,Other,None,67
23325,233124,2025-12-24,Poor Support,Service,None,47
23326,233126,2025-09-10,Service Quality,Service,None,44
23327,233129,2025-04-03,Personal Reasons,Other,None,90
23328,233136,2025-06-20,Service Quality,Service,None,6
23329,233146,2025-05-03,Personal Reasons,Other,None,108
23330,233151,2025-09-07,Personal Reasons,Other,None,40
23331,233152,2025-10-28,Competitor Offer,Commercial,Jio,13
23332,233163,2025-04-21,Relocation,Other,None,118
23333,233179,2025-10-20,Poor Network,Service,None,93
23334,233186,2025-08-28,Poor Support,Service,None,69
23335,233189,2025-09-03,Service Quality,Service,None,13
23336,233234,2025-09-07,High Price,Commercial,None,118
23337,233252,2025-08-31,Relocation,Other,None,64
23338,233254,2025-07-27,Poor Support,Service,None,72
23339,233265,2025-09-18,Personal Reasons,Other,None,76
23340,233286,2025-08-20,Relocation,Other,None,32
23341,233302,2025-02-09,High Price,Commercial,None,28
23342,233308,2025-08-22,Competitor Offer,Commercial,Vi,111
23343,233337,2025-03-20,Personal Reasons,Other,None,17
23344,233344,2025-09-01,High Price,Commercial,None,115
23345,233358,2025-03-08,Poor Network,Service,None,111
23346,233360,2025-02-01,Poor Support,Service,None,7
23347,233361,2025-12-30,Personal Reasons,Other,None,43
23348,233363,2025-05-29,Service Quality,Service,None,22
23349,233367,2025-02-27,High Price,Commercial,None,26
23350,233381,2025-05-29,Relocation,Other,None,114
23351,233392,2025-09-05,Personal Reasons,Other,None,62
23352,233394,2025-04-12,Poor Network,Service,None,49
23353,233416,2025-10-25,Poor Support,Service,None,41
23354,233420,2025-11-09,Poor Support,Service,None,33
23355,233423,2025-02-22,Relocation,Other,None,18
23356,233429,2025-03-31,Competitor Offer,Commercial,Jio,43
23357,233433,2025-10-02,Competitor Offer,Commercial,BSNL,117
23358,233434,2025-06-26,Competitor Offer,Commercial,Airtel,60
23359,233450,2025-06-09,Poor Support,Service,None,13
23360,233455,2025-10-21,Relocation,Other,None,102
23361,233459,2025-12-27,Personal Reasons,Other,None,52
23362,233465,2025-08-18,Personal Reasons,Other,None,36
23363,233471,2025-08-05,Competitor Offer,Commercial,Airtel,94
23364,233475,2025-03-24,Service Quality,Service,None,48
23365,233478,2025-11-12,Poor Support,Service,None,41
23366,233497,2025-09-15,Poor Support,Service,None,45
23367,233498,2025-08-06,Personal Reasons,Other,None,90
23368,233503,2025-02-22,Personal Reasons,Other,None,42
23369,233510,2025-12-16,Relocation,Other,None,82
23370,233515,2025-07-17,Poor Network,Service,None,32
23371,233516,2025-10-24,Personal Reasons,Other,None,80
23372,233530,2025-12-13,Personal Reasons,Other,None,90
23373,233564,2025-07-24,Poor Network,Service,None,20
23374,233572,2025-02-04,High Price,Commercial,None,73
23375,233584,2025-12-11,Poor Support,Service,None,100
23376,233590,2025-12-04,Competitor Offer,Commercial,BSNL,43
23377,233598,2025-08-02,Poor Network,Service,None,37
23378,233600,2025-07-17,Competitor Offer,Commercial,BSNL,49
23379,233610,2025-07-30,High Price,Commercial,None,84
23380,233615,2025-03-25,Competitor Offer,Commercial,Jio,49
23381,233641,2025-07-18,Competitor Offer,Commercial,Airtel,5
23382,233645,2025-05-04,Personal Reasons,Other,None,113
23383,233646,2025-08-04,Relocation,Other,None,40
23384,233663,2025-03-25,Personal Reasons,Other,None,77
23385,233671,2025-12-11,Poor Network,Service,None,91
23386,233672,2025-12-24,Poor Network,Service,None,35
23387,233686,2025-10-05,Relocation,Other,None,35
23388,233697,2025-03-14,High Price,Commercial,None,9
23389,233713,2025-05-05,Relocation,Other,None,110
23390,233716,2025-05-20,Competitor Offer,Commercial,BSNL,58
23391,233731,2025-05-07,Poor Network,Service,None,67
23392,233747,2025-05-22,Personal Reasons,Other,None,32
23393,233763,2025-05-08,Competitor Offer,Commercial,BSNL,23
23394,233774,2025-09-28,Poor Network,Service,None,67
23395,233776,2025-08-22,Personal Reasons,Other,None,77
23396,233788,2025-05-09,Competitor Offer,Commercial,Jio,94
23397,233794,2025-10-17,Relocation,Other,None,112
23398,233797,2025-04-08,Relocation,Other,None,42
23399,233836,2025-04-04,Competitor Offer,Commercial,Airtel,116
23400,233853,2025-10-10,Poor Support,Service,None,65
23401,233856,2025-02-15,Poor Network,Service,None,50
23402,233865,2025-08-08,Relocation,Other,None,97
23403,233872,2025-02-07,Personal Reasons,Other,None,9
23404,233881,2025-09-14,High Price,Commercial,None,89
23405,233882,2025-09-16,Service Quality,Service,None,54
23406,233883,2025-03-08,Poor Support,Service,None,112
23407,233889,2025-08-16,High Price,Commercial,None,40
23408,233899,2025-06-07,Competitor Offer,Commercial,Airtel,41
23409,233900,2025-07-08,Poor Support,Service,None,111
23410,233903,2025-10-09,Poor Network,Service,None,40
23411,233905,2025-11-04,Poor Network,Service,None,53
23412,233910,2025-12-01,High Price,Commercial,None,52
23413,233911,2025-11-05,Poor Support,Service,None,42
23414,233928,2025-07-22,Poor Support,Service,None,93
23415,233931,2025-10-04,Poor Support,Service,None,15
23416,233943,2025-03-03,Personal Reasons,Other,None,29
23417,233975,2025-09-18,Service Quality,Service,None,35
23418,233978,2025-06-18,Competitor Offer,Commercial,Airtel,31
23419,233988,2025-02-21,Personal Reasons,Other,None,33
23420,233989,2025-11-18,Competitor Offer,Commercial,Vi,44
23421,233995,2025-12-21,Competitor Offer,Commercial,BSNL,12
23422,234022,2025-07-01,Service Quality,Service,None,18
23423,234026,2025-06-06,High Price,Commercial,None,109
23424,234028,2025-03-07,Relocation,Other,None,51
23425,234037,2025-09-15,Competitor Offer,Commercial,Vi,68
23426,234049,2025-05-13,Personal Reasons,Other,None,100
23427,234064,2025-09-24,Service Quality,Service,None,17
23428,234082,2025-02-02,Relocation,Other,None,26
23429,234106,2025-02-06,Relocation,Other,None,72
23430,234115,2025-06-17,High Price,Commercial,None,88
23431,234121,2025-04-26,Poor Support,Service,None,91
23432,234123,2025-04-27,Service Quality,Service,None,83
23433,234126,2025-12-16,Poor Network,Service,None,69
23434,234128,2025-06-03,Poor Network,Service,None,45
23435,234130,2025-05-07,Poor Network,Service,None,109
23436,234140,2025-03-18,Personal Reasons,Other,None,30
23437,234156,2025-06-04,High Price,Commercial,None,31
23438,234167,2025-08-01,High Price,Commercial,None,82
23439,234174,2025-09-17,Relocation,Other,None,55
23440,234210,2025-06-26,Poor Network,Service,None,44
23441,234212,2025-09-26,Poor Network,Service,None,26
23442,234213,2025-06-23,Personal Reasons,Other,None,85
23443,234228,2025-03-29,Poor Support,Service,None,116
23444,234242,2025-03-04,Poor Network,Service,None,89
23445,234244,2025-09-26,Relocation,Other,None,110
23446,234250,2025-11-21,Personal Reasons,Other,None,98
23447,234259,2025-02-24,Service Quality,Service,None,18
23448,234267,2025-10-15,Service Quality,Service,None,71
23449,234268,2025-12-03,High Price,Commercial,None,19
23450,234271,2025-11-07,Competitor Offer,Commercial,Airtel,103
23451,234272,2025-10-01,High Price,Commercial,None,36
23452,234281,2025-07-09,Competitor Offer,Commercial,Airtel,62
23453,234295,2025-07-16,Poor Network,Service,None,64
23454,234298,2025-08-01,Poor Support,Service,None,50
23455,234340,2025-08-01,Personal Reasons,Other,None,20
23456,234348,2025-10-27,Poor Support,Service,None,73
23457,234352,2025-10-09,Poor Network,Service,None,83
23458,234359,2025-09-13,Poor Network,Service,None,98
23459,234373,2025-08-30,Service Quality,Service,None,26
23460,234382,2025-03-11,Poor Network,Service,None,5
23461,234386,2025-10-31,Relocation,Other,None,19
23462,234393,2025-04-12,Competitor Offer,Commercial,Jio,57
23463,234442,2025-08-14,Poor Network,Service,None,33
23464,234444,2025-03-06,Personal Reasons,Other,None,44
23465,234482,2025-03-23,Poor Support,Service,None,48
23466,234483,2025-02-06,Personal Reasons,Other,None,14
23467,234491,2025-03-06,Service Quality,Service,None,61
23468,234495,2025-04-04,Competitor Offer,Commercial,Jio,21
23469,234501,2025-03-22,Poor Support,Service,None,12
23470,234525,2025-06-01,High Price,Commercial,None,26
23471,234558,2025-12-12,Poor Support,Service,None,106
23472,234570,2025-06-03,Poor Network,Service,None,38
23473,234573,2025-03-17,Competitor Offer,Commercial,BSNL,45
23474,234574,2025-12-07,Service Quality,Service,None,65
23475,234601,2025-07-20,Competitor Offer,Commercial,Jio,71
23476,234607,2025-04-13,Poor Support,Service,None,8
23477,234611,2025-07-22,Poor Support,Service,None,57
23478,234624,2025-03-27,Personal Reasons,Other,None,110
